#QTL	Publication	TO	type	CO	Location
QTNUM1.30	Zhao et al 2016			CO_324:0000040	1:78142705-78396425
QTNUM2.1	Sakhi et al 2013			CO_324:0000040	2:3834841-3986427
QTNUM2.2	Sakhi et al 2013			CO_324:0000040	2:3834841-3986427
QTNUM2.3	Shiringani et al 2010			CO_324:0000040	2:5831131-6056143
QTNUM2.4	Alam et al 2014			CO_324:0000040	2:10001246-10075790
QTNUM2.5	Shiringani et al 2010			CO_324:0000040	2:14120052-49068306
QTNUM2.6	Kong et al 2014			CO_324:0000040	2:59095223-62734808
QTNUM2.7	Kong et al 2014			CO_324:0000040	2:59095223-62734808
QTNUM2.8	Kong et al 2014			CO_324:0000040	2:59095223-62734808
QTNUM2.9	Kong et al 2014			CO_324:0000040	2:59095223-62734808
QTNUM2.10	Kong et al 2014			CO_324:0000040	2:60451448-62734808
QTNUM2.11	Alam et al 2014			CO_324:0000040	2:61800780-64260340
QTNUM2.12	Alam et al 2014			CO_324:0000040	2:63545993-63689023
QTNUM2.13	Sakhi et al 2013			CO_324:0000040	2:75836189-75963308
QTNUM2.14	Sakhi et al 2013			CO_324:0000040	2:75836189-75963308
QTNUM3.1	Alam et al 2014			CO_324:0000040	3:825391-1886609
QTNUM3.14	Zhao et al 2016			CO_324:0000040	3:1946495-2248540
QTNUM3.5	Kong et al 2014			CO_324:0000040	3:2508394-43715923
QTNUM3.13	Zhao et al 2016			CO_324:0000040	3:2621697-2944335
QTNUM3.2	Kong et al 2014			CO_324:0000040	3:5993979-7936069
QTNUM3.3	Kong et al 2014			CO_324:0000040	3:5993979-7936069
QTNUM3.4	Kong et al 2014			CO_324:0000040	3:5993979-7936069
QTNUM3.6	Kong et al 2014			CO_324:0000040	3:11839542-50897374
QTNUM3.15	Zhao et al 2016			CO_324:0000040	3:13164036-13789767
QTNUM3.7	Kong et al 2014			CO_324:0000040	3:50007500-55900552
QTNUM3.8	Kong et al 2014			CO_324:0000040	3:50897374-74384257
QTNUM3.16	Zhao et al 2016			CO_324:0000040	3:59539387-60267443
QTNUM3.12	Mocoeur et al 2015			CO_324:0000040	3:62348624-69835316
QTNUM3.10	Shiringani et al 2010			CO_324:0000040	3:64160917-68201560
QTNUM3.9	Alam et al 2014			CO_324:0000040	3:64193526-65370990
QTNUM3.11	Alam et al 2014			CO_324:0000040	3:66520693-67019285
QTNUM4.1	Kong et al 2014				4:4636873-10253850
QTNUM4.5	Shehzad and Okuno 2015				4:7300273-61168975
QTNUM4.2	Alam et al 2014				4:8960909-11973833
QTNUM4.3	Alam et al 2014				4:9498912-11882159
QTNUM4.4	Shiringani et al 2010				4:10297263-40459643
QTNUM4.6	Kong et al 2014				4:12561111-59256470
QTNUM4.14	Mocoeur et al 2015				4:51614098-60487007
QTNUM4.7	Kong et al 2014				4:51745255-59256470
QTNUM4.15	Zhao et al 2016				4:53358444-53456180
QTNUM4.8	Alam et al 2014				4:60515072-60650179
QTNUM4.11	Shehzad and Okuno 2015				4:61324081-65072708
QTNUM4.9	Alam et al 2014				4:61582248-61619941
QTNUM4.10	Murray et al 2008a				4:61742109-62671437
QTNUM4.12	Sakhi et al 2013				4:65358249-65506336
QTNUM4.13	Sakhi et al 2013				4:65358249-65506336
QTNUM5.1	Alam et al 2014			CO_324:0000040	5:0-1338737
QTNUM5.2	Alam et al 2014			CO_324:0000040	5:2721986-5402411
QTNUM5.3	Kong et al 2014			CO_324:0000040	5:4860130-63864232
QTNUM5.4	Feltus et al 2006			CO_324:0000040	5:7889422-52467124
QTNUM5.6	Paterson et al 1995b			CO_324:0000040	5:9124158-62582946
QTNUM5.5	Shiringani et al 2010			CO_324:0000040	5:10946850-54875177
QTNUM5.7	Zhang et al 2015			CO_324:0000040	5:70180344-70823644
QTNUM6.21	Zhang et al 2015			CO_324:0000040	6:3246034-39447677
QTNUM6.22	Zhang et al 2015			CO_324:0000040	6:3246034-42063993
QTNUM6.2	Takai et al 2012			CO_324:0000040	6:18737565-44991893
QTNUM6.1	Zou et al 2012			CO_324:0000040	6:40650675-42585697
QTNUM6.23	Zhang et al 2015			CO_324:0000040	6:41617510-45295575
QTNUM6.24	Zhang et al 2015			CO_324:0000040	6:42234470-47244152
QTNUM6.3	Paterson et al 1995b			CO_324:0000040	6:44711288-46318843
QTNUM6.4	Feltus et al 2006			CO_324:0000040	6:45008713-46549111
QTNUM6.7	Alam et al 2014			CO_324:0000040	6:47220527-50926483
QTNUM6.5	Murray et al 2008a			CO_324:0000040	6:47235551-48855365
QTNUM6.6	Hart et al 2001			CO_324:0000040	6:47239278-48959442
QTNUM6.8	Shiringani et al 2010			CO_324:0000040	6:49778295-51732236
QTNUM6.9	Alam et al 2014			CO_324:0000040	6:51117351-52426686
QTNUM6.10	Alam et al 2014			CO_324:0000040	6:52305259-52407019
QTNUM6.11	Feltus et al 2006			CO_324:0000040	6:53675330-54713406
QTNUM6.12	Shehzad and Okuno 2015			CO_324:0000040	6:53904807-56641127
QTNUM6.15	Alam et al 2014			CO_324:0000040	6:55414487-57528453
QTNUM6.13	Hart et al 2001			CO_324:0000040	6:55736908-56523927
QTNUM6.14	Hart et al 2001			CO_324:0000040	6:55905827-56519750
QTNUM6.16	Alam et al 2014			CO_324:0000040	6:56449088-57632865
QTNUM6.17	Shiringani et al 2010			CO_324:0000040	6:56653872-59928659
QTNUM6.18	Upadhyaya et al 2012a			CO_324:0000040	6:59919088-60256518
QTNUM6.19	Kong et al 2014			CO_324:0000040	6:59986316-60360869
QTNUM6.20	Alam et al 2014			CO_324:0000040	6:60245589-60394307
QTNUM7.1	Kong et al 2014			CO_324:0000040	7:908159-7540868
QTNUM7.2	Kong et al 2014			CO_324:0000040	7:908159-39543566
QTNUM7.3	Shiringani et al 2010			CO_324:0000040	7:3515874-4349482
QTNUM7.4	Kong et al 2014			CO_324:0000040	7:7540868-58184111
QTNUM7.5	Paterson et al 1995b			CO_324:0000040	7:9128540-58270104
QTNUM7.6	Kong et al 2014			CO_324:0000040	7:39543566-58184111
QTNUM7.7	Kong et al 2014			CO_324:0000040	7:39543566-59507010
QTNUM7.8	Alam et al 2014			CO_324:0000040	7:62096621-64590285
QTNUM8.1	Alam et al 2014			CO_324:0000040	8:162353-376443
QTNUM8.2	Kong et al 2014			CO_324:0000040	8:264561-2897622
QTNUM8.3	Kong et al 2014			CO_324:0000040	8:264561-2897622
QTNUM8.4	Kong et al 2014			CO_324:0000040	8:264561-2897622
QTNUM8.5	Kong et al 2014			CO_324:0000040	8:264561-2897622
QTNUM8.6	Alam et al 2014			CO_324:0000040	8:2247354-3859725
QTNUM8.16	Zhao et al 2016			CO_324:0000040	8:4159784-4256324
QTNUM8.7	Kong et al 2014			CO_324:0000040	8:4485198-5073157
QTNUM8.9	Kong et al 2014			CO_324:0000040	8:4485198-59198157
QTNUM8.10	Kong et al 2014			CO_324:0000040	8:4485198-59198157
QTNUM8.8	Hart et al 2001			CO_324:0000040	8:4733949-8052034
QTNUM8.17	Zhao et al 2016			CO_324:0000040	8:5175074-5592573
QTNUM8.18	Zhao et al 2016			CO_324:0000040	8:53443833-54039504
QTNUM8.19	Zhao et al 2016			CO_324:0000040	8:54217930-55177658
QTNUM8.11	Alam et al 2014			CO_324:0000040	8:55907959-57543492
QTNUM8.14	Shehzad and Okuno 2015			CO_324:0000040	8:56328455-59420447
QTNUM8.12	Kong et al 2014			CO_324:0000040	8:56644758-59198157
QTNUM8.13	Kong et al 2014			CO_324:0000040	8:56644758-59292137
QTNUM8.15	Alam et al 2014			CO_324:0000040	8:57300340-59292163
QTNUM8.20	Zhao et al 2016			CO_324:0000040	8:58813114-59158291
QTNUM9.1	Alam et al 2014			CO_324:0000040	9:1270336-1320197
QTNUM9.2	Alam et al 2014			CO_324:0000040	9:6462054-6854054
QTNUM9.9	Zhao et al 2016			CO_324:0000040	9:6894933-7078509
QTNUM9.3	Alam et al 2014			CO_324:0000040	9:8010579-8157460
QTNUM9.10	Zhao et al 2016			CO_324:0000040	9:8157553-8157657
QTNUM9.4	Kong et al 2014			CO_324:0000040	9:10801023-53893383
QTNUM9.5	Feltus et al 2006			CO_324:0000040	9:50874681-53827028
QTNUM9.6	Alam et al 2014			CO_324:0000040	9:52988383-53841327
QTNUM9.7	Zhang et al 2015			CO_324:0000040	9:55358930-59193962
QTNUM9.8	Zhang et al 2015			CO_324:0000040	9:56144934-59193962
QTNUM10.8	Mocoeur et al 2015			CO_324:0000040	10:1589635-7643988
QTNUM10.6	Zhang et al 2015			CO_324:0000040	10:3395791-3544110
QTNUM10.1	Shiringani et al 2010			CO_324:0000040	10:8804764-49486871
QTNUM10.2	Alam et al 2014			CO_324:0000040	10:8896696-49732414
QTNUM10.3	Alam et al 2014			CO_324:0000040	10:8970203-50272561
QTNUM10.4	Alam et al 2014			CO_324:0000040	10:9073686-50277052
QTNUM10.5	Upadhyaya et al 2012a			CO_324:0000040	10:50234656-51554672
QTNUM10.9	Zhao et al 2016			CO_324:0000040	10:51108171-51679429
QTNUM10.10	Zhao et al 2016			CO_324:0000040	10:51642713-51812771
QTNUM10.7	Zhang et al 2015			CO_324:0000040	10:55843577-55907252
QDTEM1.1	Fiedler et al 2012				1:5136752-6613450
QDTEM1.2	Fiedler et al 2012				1:5136752-6613450
QDTEM1.3	Fiedler et al 2012				1:5136752-6613450
QDTEM1.4	Fiedler et al 2012				1:63695437-64016355
QDTEM1.5	Fiedler et al 2012				1:66217041-66643663
QDTEM1.6	Fiedler et al 2012				1:66217041-66643663
QDTEM2.1	Fiedler et al 2012				2:12771761-13273195
QDTEM2.2	Fiedler et al 2012				2:65028187-65381593
QDTEM2.3	Fiedler et al 2012				2:66467660-67475535
QDTEM3.1	Fiedler et al 2012				3:70107540-70424737
QDTEM3.2	Fiedler et al 2012				3:70107540-70424737
QDTEM3.3	Fiedler et al 2012				3:70107540-70424737
QDTEM3.4	Fiedler et al 2012				3:70107540-70424737
QDTEM3.5	Fiedler et al 2012				3:71336683-71579623
QDTEM4.1	Fiedler et al 2012				4:13599133-40221654
QDTEM4.2	Fiedler et al 2012				4:49168271-49555857
QDTEM4.3	Fiedler et al 2012				4:49168271-49555857
QDTEM4.4	Fiedler et al 2012				4:49168271-49555857
QDTEM5.1	Fiedler et al 2012				5:5660971-5713604
QDTEM6.1	Fiedler et al 2012				6:44963076-44986245
QDTEM6.2	Fiedler et al 2012				6:44963076-44986245
QDTEM6.3	Fiedler et al 2012				6:44963076-44986245
QDTEM6.4	Fiedler et al 2012				6:46284520-46359469
QDTEM6.5	Bekele et al 2014				6:47987146-52006841
QDTEM6.6	Fiedler et al 2012				6:50945673-51041039
QDTEM6.7	Fiedler et al 2012				6:50945673-51041039
QDTEM6.8	Fiedler et al 2012				6:50945673-51041039
QDTEM6.9	Fiedler et al 2012				6:58493693-59806930
QDTEM7.1	Fiedler et al 2012				7:3919642-3985716
QDTEM7.2	Fiedler et al 2012				7:53035906-54297940
QDTEM7.3	Fiedler et al 2012				7:53035906-54297940
QDTEM7.4	Fiedler et al 2012				7:53035906-54297940
QDTEM8.1	Fiedler et al 2012				8:55243125-55596065
QDTEM8.2	Fiedler et al 2012				8:55440261-55767722
QDTEM8.3	Fiedler et al 2012				8:57579092-58285925
QDTEM8.4	Fiedler et al 2012				8:58301071-58532747
QDTEM8.5	Fiedler et al 2012				8:58301071-58532747
QDTEM8.6	Fiedler et al 2012				8:60940085-61199027
QDTEM8.7	Fiedler et al 2012				8:61222390-62671469
QDTEM8.8	Fiedler et al 2012				8:61222390-62671469
QDTEM9.1	Fiedler et al 2012				9:1457463-1661303
QDTEM9.2	Fiedler et al 2012				9:13245544-43924917
QDTEM9.3	Fiedler et al 2012				9:13245544-43924917
QDTEM9.4	Fiedler et al 2012				9:13245544-43924917
QDTEM9.5	Fiedler et al 2012				9:13245544-43924917
QDTEM9.6	Fiedler et al 2012				9:47755809-47807159
QDTEM9.7	Fiedler et al 2012				9:47755809-47807159
QDTEM9.9	Fiedler et al 2012				9:47755809-47807159
QDTEM9.10	Fiedler et al 2012				9:47755915-47858189
QDTEM9.11	Fiedler et al 2012				9:47755915-47858189
QDTEM9.12	Fiedler et al 2012				9:47755915-47858189
QDTEM9.8	Fiedler et al 2012				9:56104114-56610219
QDTEM10.1	Fiedler et al 2012				10:49879690-50273151
QTDBM1.1	Kapanigowda et al 2014				1:7215526-14524812
QTDBM1.2	Ritter et al 2008				1:60851531-60987349
QTDBM1.3	Phuong et al 2014_ NOTE RETRACTED				1:67820759-70097298
QTDBM2.1	Kapanigowda et al 2014				2:1314133-2579585
QTDBM2.2	Shiringani & Friedt 2011				2:10588124-14158005
QTDBM2.3	Phuong et al 2014_ NOTE RETRACTED				2:62680029-65945959
QTDBM2.4	Mocoeur et al 2015				2:70427772-76031515
QTDBM3.3	Felderhoff et al 2012				3:11268980-53776858
QTDBM3.1	Felderhoff et al 2012				3:44126934-55215148
QTDBM3.2	Felderhoff et al 2012				3:50735329-55933993
QTDBM4.1	Felderhoff et al 2012				4:1225508-4354562
QTDBM4.3	Felderhoff et al 2012				4:1302313-4311062
QTDBM4.2	Felderhoff et al 2012				4:4575658-6693003
QTDBM4.4	Murray et al 2008b				4:56099949-60721878
QTDBM6.1	Felderhoff et al 2012				6:2780094-38383009
QTDBM6.3	Murray et al 2008b				6:3008437-7080850
QTDBM6.2	Felderhoff et al 2012				6:6904689-43899212
QTDBM6.4	Ritter et al 2008				6:41707124-43479301
QTDBM6.7	Kapanigowda et al 2014				6:51680124-52900882
QTDBM6.5	Phuong et al 2014_ NOTE RETRACTED				6:53788027-54973059
QTDBM6.6	Shiringani & Friedt 2011				6:59906566-61260478
QTDBM7.1	Felderhoff et al 2012				7:3663760-59035905
QTDBM7.2	Felderhoff et al 2012				7:7090658-55635259
QTDBM7.3	Felderhoff et al 2012				7:7474859-57723192
QTDBM7.4	Murray et al 2008b				7:7869055-45159879
QTDBM7.7	Burks et al 2015				7:55782882-57692202
QTDBM7.5	Murray et al 2008b				7:58985970-59512807
QTDBM7.6	Murray et al 2008b				7:59534119-61172457
QTDBM8.1	Shiringani & Friedt 2011				8:6335833-55266092
QTDBM8.2	Shiringani & Friedt 2011				8:56456229-57515801
QTDBM9.5	Kapanigowda et al 2014				9:17133-396027
QTDBM9.6	Phuong et al 2014_ NOTE RETRACTED				9:51179496-54080758
QTDBM9.1	Felderhoff et al 2012				9:52235353-57911830
QTDBM9.4	Felderhoff et al 2012				9:54953249-57993354
QTDBM9.3	Felderhoff et al 2012				9:57776037-59398238
QTDBM9.2	Felderhoff et al 2012				9:57918700-59398238
QTDBM10.4	Kapanigowda et al 2014				10:3316559-7664970
QTDBM10.1	Felderhoff et al 2012				10:8716298-50273053
QTDBM10.2	Felderhoff et al 2012				10:8883835-51007443
QTDBM10.5	Kapanigowda et al 2014				10:53535381-56374812
QTDBM10.3	Felderhoff et al 2012				10:56715021-61226724
QTDWG6.1	Wang et al 2014b				6:58321190-61260478
QTDWG8.1	Wang et al 2014b				8:5368658-56089974
QTFWT1.1	Wang et al 2014b				1:6981155-7486863
QTFWT4.1	Wang et al 2014b				4:56184634-60761168
QTFWT9.1	Wang et al 2014b				9:53871187-57903577
QTLLF9.2	Adeyanju et al 2015				9:57615775-57874522
QTLLF9.3	Adeyanju et al 2015				9:57651093-57899661
QTLLF9.4	Adeyanju et al 2015				9:57723297-57902468
QTLLF9.5	Adeyanju et al 2015				9:57723297-57902468
QTLLF9.6	Adeyanju et al 2015				9:57936646-57946501
QTLLF9.7	Adeyanju et al 2015				9:57936646-57946501
QTLLM1.1	Adeyanju et al 2015				1:24651269-38073890
QTLLM1.3	Adeyanju et al 2015				1:68031200-68070730
QTLLM9.2	Adeyanju et al 2015				9:55565145-56162364
QTLLM9.3	Adeyanju et al 2015				9:55565145-56162364
QTLLM9.4	Adeyanju et al 2015				9:56015308-56548510
QTLLM9.5	Adeyanju et al 2015				9:56088043-56599051
QTLLM9.6	Adeyanju et al 2015				9:57615775-57874522
QTLLM9.7	Adeyanju et al 2015				9:57615775-57874522
QTLLM9.8	Adeyanju et al 2015				9:57651066-57899660
QTLLM9.9	Adeyanju et al 2015				9:57723297-57902468
QTLLM9.10	Adeyanju et al 2015				9:57723297-57902468
QTLLM9.11	Adeyanju et al 2015				9:57723676-57902483
QTLLM9.12	Adeyanju et al 2015				9:57901601-57911456
QTLLM9.13	Adeyanju et al 2015				9:57909141-57918996
QTLLM9.14	Adeyanju et al 2015				9:57909141-57918996
QTNGL1.1	Rama Reddy et al 2014				1:4155674-6629725
QTNGL1.2	Rama Reddy et al 2014				1:7709494-14555494
QTNGL1.3	Rama Reddy et al 2014				1:9848703-14476080
QTNGL2.1	Rama Reddy et al 2014				2:1212467-2545754
QTNGL2.2	Rama Reddy et al 2014				2:68655936-69734334
QTNGL2.4	Rama Reddy et al 2014				2:69155793-71165514
QTNGL2.3	Rama Reddy et al 2014				2:69772165-70774795
QTNGL3.1	Rama Reddy et al 2014				3:16834712-53491968
QTNGL3.2	Rama Reddy et al 2014				3:50670897-51831418
QTNGL3.3	Rama Reddy et al 2014				3:51629032-55604826
QTNGL3.4	Rama Reddy et al 2014				3:53876527-55222843
QTNGL4.2	Rama Reddy et al 2014				4:2942349-4694129
QTNGL4.1	Rama Reddy et al 2014				4:3563488-4654257
QTNGL6.1	Rama Reddy et al 2014				6:47995582-51437240
QTNGL7.1	Rama Reddy et al 2014				7:63461207-65460255
QTNGL9.1	Rama Reddy et al 2014				9:55813801-57991519
QTNGL9.2	Rama Reddy et al 2014				9:57997418-59398238
QTNGL9.3	Rama Reddy et al 2014				9:58706951-59398238
QTRSP1.1	Kapanigowda et al 2014				1:11551429-17763052
QTRSP1.2	Kapanigowda et al 2014				1:24250983-58891407
QTRSP7.1	Kapanigowda et al 2014				7:61509637-63163284
QLFTE1.3	Ortiz et al 2017				1:3989757-4161813
QLFTE1.4	Ortiz et al 2017				1:3989760-4161816
QLFTE1.5	Ortiz et al 2017				1:3989764-4161821
QLFTE1.6	Ortiz et al 2017				1:4139176-4781931
QLFTE1.7	Ortiz et al 2017				1:4139185-4781939
QLFTE1.8	Ortiz et al 2017				1:4139185-4781940
QLFTE1.9	Ortiz et al 2017				1:4139186-4781940
QLFTE1.10	Ortiz et al 2017				1:4139188-4781942
QLFTE1.11	Ortiz et al 2017				1:4139920-4782605
QLFTE1.12	Ortiz et al 2017				1:4140015-4782692
QLFTE1.13	Ortiz et al 2017				1:4146688-4788734
QLFTE1.14	Ortiz et al 2017				1:4745725-4901540
QLFTE1.15	Ortiz et al 2017				1:6977404-7182040
QLFTE1.1	Ortiz et al 2017				1:24652304-38435979
QLFTE1.2	Ortiz et al 2017				1:24652825-38618238
QLFTE1.16	Ortiz et al 2017				1:57813720-58596755
QLFTE1.17	Ortiz et al 2017				1:57813722-58596768
QLFTE1.18	Ortiz et al 2017				1:57813722-58596773
QLFTE1.19	Ortiz et al 2017				1:62323929-63100579
QLFTE1.20	Ortiz et al 2017				1:62324012-63101210
QLFTE1.21	Ortiz et al 2017				1:62324012-63101211
QLFTE1.26	Ortiz et al 2017				1:63548099-63770547
QLFTE1.27	Ortiz et al 2017				1:63551841-63774288
QLFTE1.22	Ortiz et al 2017				1:63555781-63778228
QLFTE1.28	Ortiz et al 2017				1:69520230-69759386
QLFTE1.23	Ortiz et al 2017				1:69554775-69793931
QLFTE1.24	Ortiz et al 2017				1:69570526-69809682
QLFTE1.29	Ortiz et al 2017				1:69570526-69809682
QLFTE1.25	Ortiz et al 2017				1:72632589-73638963
QLFTE1.30	Ortiz et al 2017				1:77766118-77954770
QLFTE2.2	Ortiz et al 2017				2:5823924-6043857
QLFTE2.3	Ortiz et al 2017				2:5833928-6043942
QLFTE2.4	Ortiz et al 2017				2:6051912-6053206
QLFTE2.1	Ortiz et al 2017				2:14208486-15918574
QLFTE3.18	Ortiz et al 2017				3:1945887-2235348
QLFTE3.1	Ortiz et al 2017				3:2372536-2695174
QLFTE3.2	Ortiz et al 2017				3:2952611-2991089
QLFTE3.3	Ortiz et al 2017				3:2952623-2991100
QLFTE3.4	Ortiz et al 2017				3:2953731-2992209
QLFTE3.5	Ortiz et al 2017				3:2953741-2992219
QLFTE3.6	Ortiz et al 2017				3:2953741-2992219
QLFTE3.7	Ortiz et al 2017				3:2953753-2992231
QLFTE3.8	Ortiz et al 2017				3:2953768-2992246
QLFTE3.9	Ortiz et al 2017				3:5304688-5430747
QLFTE3.10	Ortiz et al 2017				3:5345772-5444008
QLFTE3.11	Ortiz et al 2017				3:5983039-6093588
QLFTE3.12	Ortiz et al 2017				3:9360971-9478585
QLFTE3.13	Ortiz et al 2017				3:9360972-9478590
QLFTE3.14	Ortiz et al 2017				3:9360977-9478602
QLFTE3.19	Ortiz et al 2017				3:14343291-14803978
QLFTE3.15	Ortiz et al 2017				3:14409998-14870685
QLFTE3.20	Ortiz et al 2017				3:58589684-58665749
QLFTE3.16	Ortiz et al 2017				3:66550694-67063232
QLFTE3.22	Ortiz et al 2017				3:68371680-69144188
QLFTE3.23	Ortiz et al 2017				3:68371680-69144188
QLFTE3.24	Ortiz et al 2017				3:68371685-69144188
QLFTE3.21	Ortiz et al 2017				3:69948314-70091020
QLFTE3.17	Ortiz et al 2017				3:71306260-71357400
QLFTE3.25	Ortiz et al 2017				3:72259690-72276001
QLFTE4.1	Ortiz et al 2017				4:2097997-2250176
QLFTE4.9	Ortiz et al 2017				4:53785751-54700203
QLFTE4.10	Ortiz et al 2017				4:54190850-55495347
QLFTE4.2	Ortiz et al 2017				4:54879820-55829598
QLFTE4.3	Ortiz et al 2017				4:54887932-55829653
QLFTE4.4	Ortiz et al 2017				4:54888556-55829658
QLFTE4.5	Ortiz et al 2017				4:54888565-55829658
QLFTE4.11	Ortiz et al 2017				4:54937747-55829992
QLFTE4.12	Ortiz et al 2017				4:54939001-55830001
QLFTE4.6	Ortiz et al 2017				4:61951675-62104972
QLFTE4.7	Ortiz et al 2017				4:61951677-62104986
QLFTE4.8	Ortiz et al 2017				4:62063542-62237753
QLFTE5.1	Ortiz et al 2017				5:10853798-10920747
QLFTE5.5	Ortiz et al 2017				5:52289614-53279286
QLFTE5.4	Ortiz et al 2017				5:67175929-67574152
QLFTE5.2	Ortiz et al 2017				5:70163128-70823644
QLFTE5.3	Ortiz et al 2017				5:70163128-70823644
QLFTE6.3	Ortiz et al 2017				6:1057629-1242127
QLFTE6.4	Ortiz et al 2017				6:4366625-5132086
QLFTE6.5	Ortiz et al 2017				6:4395002-6430713
QLFTE6.6	Ortiz et al 2017				6:4409192-7080073
QLFTE6.7	Ortiz et al 2017				6:6462727-10645321
QLFTE6.8	Ortiz et al 2017				6:7514784-11697377
QLFTE6.9	Ortiz et al 2017				6:10924649-15107242
QLFTE6.10	Ortiz et al 2017				6:10947884-15130478
QLFTE6.11	Ortiz et al 2017				6:12265149-16447742
QLFTE6.12	Ortiz et al 2017				6:12745529-16928122
QLFTE6.13	Ortiz et al 2017				6:13784922-17967515
QLFTE6.14	Ortiz et al 2017				6:16750448-20933041
QLFTE6.15	Ortiz et al 2017				6:25776742-38237525
QLFTE6.16	Ortiz et al 2017				6:26035644-38268341
QLFTE6.17	Ortiz et al 2017				6:26054666-38270605
QLFTE6.18	Ortiz et al 2017				6:26197428-38287598
QLFTE6.19	Ortiz et al 2017				6:28688662-38584121
QLFTE6.20	Ortiz et al 2017				6:28888312-38607885
QLFTE6.21	Ortiz et al 2017				6:29110057-38634278
QLFTE6.23	Ortiz et al 2017				6:49500009-49647577
QLFTE6.29	Ortiz et al 2017				6:49500009-49647577
QLFTE6.30	Ortiz et al 2017				6:51474125-51656848
QLFTE6.31	Ortiz et al 2017				6:51474158-51656881
QLFTE6.32	Ortiz et al 2017				6:51474220-51656943
QLFTE6.33	Ortiz et al 2017				6:51474222-51656945
QLFTE6.22	Ortiz et al 2017				6:52544603-52646364
QLFTE6.24	Ortiz et al 2017				6:53756757-53884067
QLFTE6.25	Ortiz et al 2017				6:53756757-53884067
QLFTE6.26	Ortiz et al 2017				6:53759362-53891276
QLFTE6.27	Ortiz et al 2017				6:54772515-54889139
QLFTE6.34	Ortiz et al 2017				6:54772515-54889139
QLFTE6.28	Ortiz et al 2017				6:54772549-54889173
QLFTE6.35	Ortiz et al 2017				6:54772549-54889173
QLFTE6.36	Ortiz et al 2017				6:54772778-54889402
QLFTE6.37	Ortiz et al 2017				6:54772793-54889417
QLFTE6.38	Ortiz et al 2017				6:54784063-54900687
QLFTE6.39	Ortiz et al 2017				6:54784324-54900948
QLFTE6.1	Ortiz et al 2017				6:55013498-55148571
QLFTE6.2	Ortiz et al 2017				6:55021818-55159459
QLFTE7.3	Ortiz et al 2017				7:9898260-45997564
QLFTE7.1	Ortiz et al 2017				7:57764171-57793002
QLFTE7.2	Ortiz et al 2017				7:57764171-57793002
QLFTE7.4	Ortiz et al 2017				7:61283948-61370146
QLFTE8.46	Ortiz et al 2017				8:1884747-1971403
QLFTE8.47	Ortiz et al 2017				8:2411589-2787322
QLFTE8.48	Ortiz et al 2017				8:5070472-5070472
QLFTE8.49	Ortiz et al 2017				8:5070472-5387096
QLFTE8.50	Ortiz et al 2017				8:5405281-5822779
QLFTE8.51	Ortiz et al 2017				8:5405433-5822932
QLFTE8.52	Ortiz et al 2017				8:5538093-5955592
QLFTE8.1	Ortiz et al 2017				8:8355441-53303900
QLFTE8.2	Ortiz et al 2017				8:8355441-53303900
QLFTE8.59	Ortiz et al 2017				8:8355441-53303900
QLFTE8.60	Ortiz et al 2017				8:8355441-53303900
QLFTE8.3	Ortiz et al 2017				8:8355443-53303900
